,Unnamed: 0,City,Edition,Sport,Discipline,Athlete,NOC,Gender,Event,Event_gender,Medal,DOB,height,age,weight_lbs,weight_kg,distance,stroke
474,474,Munich,1972,Aquatics,Swimming,"LARSSON, Gunnar",SWE,Men,200m individual medley,M,Gold,"May 12, 1951 (age 65 years)",185.42,,190,86.36363636,200m,Individual
475,475,Munich,1972,Aquatics,Swimming,"MCKEE, Alexander Timothy",USA,Men,200m individual medley,M,Silver,,172.72,,154,70,200m,Individual
476,476,Munich,1972,Aquatics,Swimming,"VIDALI, Lynn Marie",USA,Women,200m individual medley,W,Bronze,"May 26, 1952 (age 64 years)",170.18,,141,64.09090909,200m,Individual
477,477,Munich,1972,Aquatics,Swimming,"GOULD, Shane",AUS,Women,200m individual medley,W,Gold,"November 23, 1956 (age 59 years)",170.18,,130,59.09090909,200m,Individual
478,478,Munich,1972,Aquatics,Swimming,"ENDER, Kornelia",GDR,Women,200m individual medley,W,Silver,"October 25, 1958 (age 58 years)",172.72,,130,59.09090909,200m,Individual
479,479,Munich,1972,Aquatics,Swimming,"MCBREEN, Thomas Sean",USA,Men,400m freestyle,M,Bronze,,182.88,,154,70,400m,Freestyle
480,480,Munich,1972,Aquatics,Swimming,"COOPER, Bradford Paul",AUS,Men,400m freestyle,M,Gold,,160.02,,159,72.27272727,400m,Freestyle
481,481,Munich,1972,Aquatics,Swimming,"GENTER, Robert Steven",USA,Men,400m freestyle,M,Silver,,195.58,,185,84.09090909,400m,Freestyle
482,482,Munich,1972,Aquatics,Swimming,"WEGNER, Gudrun",GDR,Women,400m freestyle,W,Bronze,,175.26,,143,65,400m,Freestyle
483,483,Munich,1972,Aquatics,Swimming,"GOULD, Shane",AUS,Women,400m freestyle,W,Gold,,170.18,,130,59.09090909,400m,Freestyle
484,484,Munich,1972,Aquatics,Swimming,"CALLIGARIS, Novella",ITA,Women,400m freestyle,W,Silver,,162.56,,106,48.18181818,400m,Freestyle
485,485,Munich,1972,Aquatics,Swimming,"HARGITAY, Andras",HUN,Men,400m individual medley,M,Bronze,"March 17, 1956 (age 60 years)",187.96,,,#VALUE!,400m,Individual
486,486,Munich,1972,Aquatics,Swimming,"LARSSON, Gunnar",SWE,Men,400m individual medley,M,Gold,"May 12, 1951 (age 65 years)",185.42,,190,86.36363636,400m,Individual
487,487,Munich,1972,Aquatics,Swimming,"MCKEE, Alexander Timothy",USA,Men,400m individual medley,M,Silver,,172.72,,154,70,400m,Individual
488,488,Munich,1972,Aquatics,Swimming,"CALLIGARIS, Novella",ITA,Women,400m individual medley,W,Bronze,"December 27, 1954 (age 61 years)",162.56,,106,48.18181818,400m,Individual
489,489,Munich,1972,Aquatics,Swimming,"NEALL, Gail",AUS,Women,400m individual medley,W,Gold,"August 2, 1955 (age 61 years)",162.56,,115,52.27272727,400m,Individual
490,490,Munich,1972,Aquatics,Swimming,"CLIFF, Leslie",CAN,Women,400m individual medley,W,Silver,"March 11, 1955 (age 61 years)",172.72,,132,60,400m,Individual
491,491,Munich,1972,Aquatics,Swimming,"CALLIGARIS, Novella",ITA,Women,800m freestyle,W,Bronze,"December 27, 1954 (age 61 years)",162.56,,106,48.18181818,800m,Freestyle
492,492,Munich,1972,Aquatics,Swimming,"ROTHHAMMER, Keena Ruth",USA,Women,800m freestyle,W,Gold,"February 26, 1957 (age 59 years)",175.26,,146,66.36363636,800m,Freestyle
493,493,Munich,1972,Aquatics,Swimming,"GOULD, Shane",AUS,Women,800m freestyle,W,Silver,"November 23, 1956 (age 59 years)",170.18,,130,59.09090909,800m,Freestyle
494,494,Montreal,1976,Aquatics,Swimming,"MATTHES, Roland",GDR,Men,100m backstroke,M,Bronze,"November 17, 1950 (age 65 years)",,,163,74.09090909,100m,Backstroke
495,495,Montreal,1976,Aquatics,Swimming,"NABER, John Phillips",USA,Men,100m backstroke,M,Gold,,198.12,,194,88.18181818,100m,Backstroke
496,496,Montreal,1976,Aquatics,Swimming,"ROCCA, Peter Drake",USA,Men,100m backstroke,M,Silver,,190.5,,176,80,100m,Backstroke
497,497,Montreal,1976,Aquatics,Swimming,"GARAPICK, Nancy Ellen",CAN,Women,100m backstroke,W,Bronze,"September 24, 1961 (age 55 years)",167.64,,119,54.09090909,100m,Backstroke
498,498,Montreal,1976,Aquatics,Swimming,"RICHTER, Ulrike",GDR,Women,100m backstroke,W,Gold,"June 17, 1959 (age 57 years)",172.72,,146,66.36363636,100m,Backstroke
499,499,Montreal,1976,Aquatics,Swimming,"TREIBER, Birgit",GDR,Women,100m backstroke,W,Silver,"February 26, 1960 (age 56 years)",172.72,,146,66.36363636,100m,Backstroke
500,500,Montreal,1976,Aquatics,Swimming,"YOZAITIS, Arvidas",URS,Men,100m breaststroke,M,Bronze,"April 18, 1956 (age 60 years)",,,,#VALUE!,100m,Breaststroke
501,501,Montreal,1976,Aquatics,Swimming,"HENCKEN, John Frederick",USA,Men,100m breaststroke,M,Gold,"May 29, 1954 (age 62 years)",182.88,,170,77.27272727,100m,Breaststroke
502,502,Montreal,1976,Aquatics,Swimming,"WILKIE, David Andrew",GBR,Men,100m breaststroke,M,Silver,"March 8, 1954 (age 62 years)",182.88,,168,76.36363636,100m,Breaststroke
503,503,Montreal,1976,Aquatics,Swimming,"KOSHEVAYA, Marina",URS,Women,100m breaststroke,W,Bronze,"April 1, 1960 (age 56 years)",,,128,58.18181818,100m,Breaststroke
504,504,Montreal,1976,Aquatics,Swimming,"ANKE, Hannelore",GDR,Women,100m breaststroke,W,Gold,"December 8, 1957 (age 58 years)",160.02,,115,52.27272727,100m,Breaststroke
505,505,Montreal,1976,Aquatics,Swimming,"RUSANOVA, Lyubov",URS,Women,100m breaststroke,W,Silver,"February 2, 1954 (age 62 years)",165.1,,143,65,100m,Breaststroke
506,506,Montreal,1976,Aquatics,Swimming,"HALL, Gary Wayne",USA,Men,100m butterfly,M,Bronze,,198.12,,163,74.09090909,100m,Butterfly
507,507,Montreal,1976,Aquatics,Swimming,"VOGEL, Matthew Haynes",USA,Men,100m butterfly,M,Gold,,,,187,85,100m,Butterfly
508,508,Montreal,1976,Aquatics,Swimming,"BOTTOM, Joseph Stuart",USA,Men,100m butterfly,M,Silver,"April 18, 1955 (age 61 years)",195.58,,192,87.27272727,100m,Butterfly
509,509,Montreal,1976,Aquatics,Swimming,"BOGLIOLI, Wendy Lansbach",USA,Women,100m butterfly,W,Bronze,,,,141,64.09090909,100m,Butterfly
510,510,Montreal,1976,Aquatics,Swimming,"ENDER, Kornelia",GDR,Women,100m butterfly,W,Gold,"October 25, 1958 (age 58 years)",172.72,,130,59.09090909,100m,Butterfly
511,511,Montreal,1976,Aquatics,Swimming,"POLLACK, Andrea",GDR,Women,100m butterfly,W,Silver,"May 8, 1961 (age 55 years)",165.1,,134,60.90909091,100m,Butterfly
512,512,Montreal,1976,Aquatics,Swimming,"NOCKE, Peter",FRG,Men,100m freestyle,M,Bronze,"October 25, 1955 (age 61 years)",182.88,,,#VALUE!,100m,Freestyle
513,513,Montreal,1976,Aquatics,Swimming,"MONTGOMERY, James Paul",USA,Men,100m freestyle,M,Gold,,,,194,88.18181818,100m,Freestyle
514,514,Montreal,1976,Aquatics,Swimming,"BABASHOFF, Jack, Jr.",USA,Men,100m freestyle,M,Silver,,,,Silver,#VALUE!,100m,Freestyle
515,515,Montreal,1976,Aquatics,Swimming,"BRIGITHA, Enith",NED,Women,100m freestyle,W,Bronze,,,,148,67.27272727,100m,Freestyle
516,516,Montreal,1976,Aquatics,Swimming,"ENDER, Kornelia",GDR,Women,100m freestyle,W,Gold,,172.72,,130,59.09090909,100m,Freestyle
517,517,Montreal,1976,Aquatics,Swimming,"PRIEMER, Petra",GDR,Women,100m freestyle,W,Silver,,,,150,68.18181818,100m,Freestyle
518,518,Montreal,1976,Aquatics,Swimming,"HOLLAND, Stephen",AUS,Men,1500m freestyle,M,Bronze,1941,,35.0,,#VALUE!,1500m,Freestyle
519,519,Montreal,1976,Aquatics,Swimming,"GOODELL, Brian Stuart",USA,Men,1500m freestyle,M,Gold,"April 2, 1959 (age 57 years)",172.72,,148,67.27272727,1500m,Freestyle
520,520,Montreal,1976,Aquatics,Swimming,"HACKETT, Robert William",USA,Men,1500m freestyle,M,Silver,"August 15, 1959 (age 57 years)",187.96,,183,83.18181818,1500m,Freestyle
521,521,Montreal,1976,Aquatics,Swimming,"HARRIGAN, Daniel Lee",USA,Men,200m backstroke,M,Bronze,,182.88,,170,77.27272727,200m,Backstroke
522,522,Montreal,1976,Aquatics,Swimming,"NABER, John Phillips",USA,Men,200m backstroke,M,Gold,,198.12,,194,88.18181818,200m,Backstroke
523,523,Montreal,1976,Aquatics,Swimming,"ROCCA, Peter Drake",USA,Men,200m backstroke,M,Silver,,190.5,,176,80,200m,Backstroke
524,524,Montreal,1976,Aquatics,Swimming,"GARAPICK, Nancy Ellen",CAN,Women,200m backstroke,W,Bronze,"September 24, 1961 (age 55 years)",167.64,,119,54.09090909,200m,Backstroke
525,525,Montreal,1976,Aquatics,Swimming,"RICHTER, Ulrike",GDR,Women,200m backstroke,W,Gold,"June 17, 1959 (age 57 years)",172.72,,146,66.36363636,200m,Backstroke
526,526,Montreal,1976,Aquatics,Swimming,"TREIBER, Birgit",GDR,Women,200m backstroke,W,Silver,"February 26, 1960 (age 56 years)",172.72,,146,66.36363636,200m,Backstroke
527,527,Montreal,1976,Aquatics,Swimming,"COLELLA, Richard Phillip Jr.",USA,Men,200m breaststroke,M,Bronze,"December 14, 1951 (age 64 years)",185.42,,181,82.27272727,200m,Breaststroke
528,528,Montreal,1976,Aquatics,Swimming,"WILKIE, David Andrew",GBR,Men,200m breaststroke,M,Gold,"March 8, 1954 (age 62 years)",182.88,,168,76.36363636,200m,Breaststroke
529,529,Montreal,1976,Aquatics,Swimming,"HENCKEN, John Frederick",USA,Men,200m breaststroke,M,Silver,"May 29, 1954 (age 62 years)",182.88,,170,77.27272727,200m,Breaststroke
530,530,Montreal,1976,Aquatics,Swimming,"RUSANOVA, Lyubov",URS,Women,200m breaststroke,W,Bronze,"February 2, 1954 (age 62 years)",165.1,,143,65,200m,Breaststroke
531,531,Montreal,1976,Aquatics,Swimming,"KOSHEVAYA, Marina",URS,Women,200m breaststroke,W,Gold,"April 1, 1960 (age 56 years)",,,128,58.18181818,200m,Breaststroke
532,532,Montreal,1976,Aquatics,Swimming,"YURCHENYA, Marina",URS,Women,200m breaststroke,W,Silver,,,,,#VALUE!,200m,Breaststroke
533,533,Montreal,1976,Aquatics,Swimming,"FORRESTER, William Ronald, Jr.",USA,Men,200m butterfly,M,Bronze,"December 18, 1957 (age 58 years)",180.34,,Bronze,#VALUE!,200m,Butterfly
534,534,Montreal,1976,Aquatics,Swimming,"BRUNER, Michael Lee",USA,Men,200m butterfly,M,Gold,,177.8,,161,73.18181818,200m,Butterfly
535,535,Montreal,1976,Aquatics,Swimming,"GREGG, Steven Garrett",USA,Men,200m butterfly,M,Silver,,193.04,,185,84.09090909,200m,Butterfly
536,536,Montreal,1976,Aquatics,Swimming,"KOTHER-GABRIEL, Rosemarie",GDR,Women,200m butterfly,W,Bronze,,,,110,50,200m,Butterfly
537,537,Montreal,1976,Aquatics,Swimming,"POLLACK, Andrea",GDR,Women,200m butterfly,W,Gold,"May 8, 1961 (age 55 years)",165.1,,134,60.90909091,200m,Butterfly
538,538,Montreal,1976,Aquatics,Swimming,"TAUBER, Ulrike",GDR,Women,200m butterfly,W,Silver,"June 16, 1958 (age 58 years)",172.72,,134,60.90909091,200m,Butterfly
539,539,Montreal,1976,Aquatics,Swimming,"MONTGOMERY, James Paul",USA,Men,200m freestyle,M,Bronze,"January 24, 1955 (age 61 years)",190.5,,194,88.18181818,200m,Freestyle
540,540,Montreal,1976,Aquatics,Swimming,"FURNISS, Bruce Macfarlane",USA,Men,200m freestyle,M,Gold,"May 27, 1957 (age 59 years)",182.88,,161,73.18181818,200m,Freestyle
541,541,Montreal,1976,Aquatics,Swimming,"NABER, John Phillips",USA,Men,200m freestyle,M,Silver,,198.12,,194,88.18181818,200m,Freestyle
542,542,Montreal,1976,Aquatics,Swimming,"BRIGITHA, Enith",NED,Women,200m freestyle,W,Bronze,"April 15, 1955 (age 61 years)",175.26,,148,67.27272727,200m,Freestyle
543,543,Montreal,1976,Aquatics,Swimming,"ENDER, Kornelia",GDR,Women,200m freestyle,W,Gold,,172.72,,130,59.09090909,200m,Freestyle
544,544,Montreal,1976,Aquatics,Swimming,"BABASHOFF, Shirley Farber",USA,Women,200m freestyle,W,Silver,,,,,#VALUE!,200m,Freestyle
545,545,Montreal,1976,Aquatics,Swimming,"RASKATOV, Vladimir",URS,Men,400m freestyle,M,Bronze,,,,,#VALUE!,400m,Freestyle
546,546,Montreal,1976,Aquatics,Swimming,"GOODELL, Brian Stuart",USA,Men,400m freestyle,M,Gold,"April 2, 1959 (age 57 years)",172.72,,148,67.27272727,400m,Freestyle
547,547,Montreal,1976,Aquatics,Swimming,"SHAW, Timothy Andrew",USA,Men,400m freestyle,M,Silver,"November 8, 1957 (age 58 years)",187.96,,196,89.09090909,400m,Freestyle
548,548,Montreal,1976,Aquatics,Swimming,"SMITH, Shannon",CAN,Women,400m freestyle,W,Bronze,"September 28, 1961 (age 55 years)",175.26,,139,63.18181818,400m,Freestyle
549,549,Montreal,1976,Aquatics,Swimming,"TH MER, Petra",GDR,Women,400m freestyle,W,Gold,,,,,#VALUE!,400m,Freestyle
550,550,Montreal,1976,Aquatics,Swimming,"BABASHOFF, Shirley Farber",USA,Women,400m freestyle,W,Silver,,,,,#VALUE!,400m,Freestyle
551,551,Montreal,1976,Aquatics,Swimming,"SMIRNOV, Andrei",URS,Men,400m individual medley,M,Bronze,"March 12, 1941 (age 75 years)",,,,#VALUE!,400m,Individual
552,552,Montreal,1976,Aquatics,Swimming,"STRACHAN, Rodney",USA,Men,400m individual medley,M,Gold,,182.88,,170,77.27272727,400m,Individual
553,553,Montreal,1976,Aquatics,Swimming,"MCKEE, Alexander Timothy",USA,Men,400m individual medley,M,Silver,,172.72,,154,70,400m,Individual
554,554,Montreal,1976,Aquatics,Swimming,"SMITH, Rebecca",CAN,Women,400m individual medley,W,Bronze,,,,123,55.90909091,400m,Individual
555,555,Montreal,1976,Aquatics,Swimming,"TAUBER, Ulrike",GDR,Women,400m individual medley,W,Gold,"June 16, 1958 (age 58 years)",172.72,,134,60.90909091,400m,Individual
556,556,Montreal,1976,Aquatics,Swimming,"GIBSON, Cheryl",CAN,Women,400m individual medley,W,Silver,"July 28, 1959 (age 57 years)",172.72,,130,59.09090909,400m,Individual
557,557,Montreal,1976,Aquatics,Swimming,"WEINBERG, Wendy Elizabeth",USA,Women,800m freestyle,W,Bronze,,,,,#VALUE!,800m,Freestyle
558,558,Montreal,1976,Aquatics,Swimming,"TH MER, Petra",GDR,Women,800m freestyle,W,Gold,,,,,#VALUE!,800m,Freestyle
559,559,Montreal,1976,Aquatics,Swimming,"BABASHOFF, Shirley Farber",USA,Women,800m freestyle,W,Silver,,,,,#VALUE!,800m,Freestyle
560,560,Moscow,1980,Aquatics,Swimming,"DOLGOV, Vladimir",URS,Men,100m backstroke,M,Bronze,"May 11, 1960 (age 56 years)",,,,#VALUE!,100m,Backstroke
561,561,Moscow,1980,Aquatics,Swimming,"BARON, Bengt",SWE,Men,100m backstroke,M,Gold,"March 6, 1962 (age 54 years)",,,183,83.18181818,100m,Backstroke
562,562,Moscow,1980,Aquatics,Swimming,"KUZNETSOV, Viktor",URS,Men,100m backstroke,M,Silver,"February 25, 1949 (age 67 years)",,,220,100,100m,Backstroke
563,563,Moscow,1980,Aquatics,Swimming,"RIEDEL, Petra",GDR,Women,100m backstroke,W,Bronze,,170.18,,139,63.18181818,100m,Backstroke
564,564,Moscow,1980,Aquatics,Swimming,"REINISCH, Rica",GDR,Women,100m backstroke,W,Gold,"April 6, 1965 (age 51 years)",177.8,,146,66.36363636,100m,Backstroke
565,565,Moscow,1980,Aquatics,Swimming,"KLEBER, Ina",GDR,Women,100m backstroke,W,Silver,,180.34,,141,64.09090909,100m,Backstroke
566,566,Moscow,1980,Aquatics,Swimming,"EVANS, Peter",AUS,Men,100m breaststroke,M,Bronze,"January 20, 1987 (age 29 years)",180.34,,170,77.27272727,100m,Breaststroke
567,567,Moscow,1980,Aquatics,Swimming,"GOODHEW, Dunkan",GBR,Men,100m breaststroke,M,Gold,"May 27, 1957 (age 59 years)",182.88,,,#VALUE!,100m,Breaststroke
568,568,Moscow,1980,Aquatics,Swimming,"MISKAROV, Arsen",URS,Men,100m breaststroke,M,Silver,"March 3, 1961 (age 55 years)",182.88,,165,75,100m,Breaststroke
569,569,Moscow,1980,Aquatics,Swimming,"NIELSSON, Susanne Schultz",DEN,Women,100m breaststroke,W,Bronze,"July 8, 1960 (age 56 years)",,,132,60,100m,Breaststroke
570,570,Moscow,1980,Aquatics,Swimming,"GEWENIGER, Ute",GDR,Women,100m breaststroke,W,Gold,"February 24, 1964 (age 52 years)",177.8,,137,62.27272727,100m,Breaststroke
571,571,Moscow,1980,Aquatics,Swimming,"VASILKOVA, Elvira",URS,Women,100m breaststroke,W,Silver,"May 15, 1962 (age 54 years)",172.72,,137,62.27272727,100m,Breaststroke
572,572,Moscow,1980,Aquatics,Swimming,"LOPEZ-ZUBERO PURCELL, David",ESP,Men,100m butterfly,M,Bronze,"February 11, 1959 (age 57 years)",177.8,,,#VALUE!,100m,Butterfly
573,573,Moscow,1980,Aquatics,Swimming,"ARVIDSSON, P_r",SWE,Men,100m butterfly,M,Gold,,,,,#VALUE!,100m,Butterfly
574,574,Moscow,1980,Aquatics,Swimming,"PYTTEL, Roger",GDR,Men,100m butterfly,M,Silver,"May 8, 1957 (age 59 years)",175.26,,150,68.18181818,100m,Butterfly
575,575,Moscow,1980,Aquatics,Swimming,"KNACKE, Christiane",GDR,Women,100m butterfly,W,Bronze,"April 17, 1962 (age 54 years)",165.1,,132,60,100m,Butterfly
576,576,Moscow,1980,Aquatics,Swimming,"METSCHUCK, Caren",GDR,Women,100m butterfly,W,Gold,"September 27, 1963 (age 53 years)",182.88,,168,76.36363636,100m,Butterfly
577,577,Moscow,1980,Aquatics,Swimming,"POLLACK, Andrea",GDR,Women,100m butterfly,W,Silver,"May 8, 1961 (age 55 years)",165.1,,134,60.90909091,100m,Butterfly
578,578,Moscow,1980,Aquatics,Swimming,"JOHANSSON, Per",SWE,Men,100m freestyle,M,Bronze,"May 6, 1978 (age 38 years)",193.04,,165,75,100m,Freestyle
579,579,Moscow,1980,Aquatics,Swimming,"WOITHE, J_rg",GDR,Men,100m freestyle,M,Gold,,,,,#VALUE!,100m,Freestyle
580,580,Moscow,1980,Aquatics,Swimming,"HOLMERTZ, Per",SWE,Men,100m freestyle,M,Silver,"February 3, 1960 (age 56 years)",185.42,,165,75,100m,Freestyle
581,581,Moscow,1980,Aquatics,Swimming,"DIERS, Ines",GDR,Women,100m freestyle,W,Bronze,"November 2, 1963 (age 53 years)",175.26,,141,64.09090909,100m,Freestyle
582,582,Moscow,1980,Aquatics,Swimming,"KRAUSE, Barbara",GDR,Women,100m freestyle,W,Gold,"July 7, 1959 (age 57 years)",180.34,,150,68.18181818,100m,Freestyle
583,583,Moscow,1980,Aquatics,Swimming,"METSCHUCK, Caren",GDR,Women,100m freestyle,W,Silver,"September 27, 1963 (age 53 years)",182.88,,168,76.36363636,100m,Freestyle
584,584,Moscow,1980,Aquatics,Swimming,"METZKER, Maxwell",AUS,Men,1500m freestyle,M,Bronze,,177.8,,154,70,1500m,Freestyle
585,585,Moscow,1980,Aquatics,Swimming,"SALNIKOV, Vladimir",URS,Men,1500m freestyle,M,Gold,"May 21, 1960 (age 56 years)",180.34,,163,74.09090909,1500m,Freestyle
586,586,Moscow,1980,Aquatics,Swimming,"CHAEV, Aleksandr",URS,Men,1500m freestyle,M,Silver,,,,,#VALUE!,1500m,Freestyle
587,587,Moscow,1980,Aquatics,Swimming,"KERRY, Mark",AUS,Men,200m backstroke,M,Bronze,,187.96,,179,81.36363636,200m,Backstroke
588,588,Moscow,1980,Aquatics,Swimming,"WLADAR, Sandor",HUN,Men,200m backstroke,M,Gold,"July 19, 1963 (age 53 years)",182.88,,,#VALUE!,200m,Backstroke
589,589,Moscow,1980,Aquatics,Swimming,"VERRASZTO, Zoltan",HUN,Men,200m backstroke,M,Silver,"March 15, 1956 (age 60 years)",175.26,,,#VALUE!,200m,Backstroke
590,590,Moscow,1980,Aquatics,Swimming,"TREIBER, Birgit",GDR,Women,200m backstroke,W,Bronze,"February 26, 1960 (age 56 years)",172.72,,146,66.36363636,200m,Backstroke
591,591,Moscow,1980,Aquatics,Swimming,"REINISCH, Rica",GDR,Women,200m backstroke,W,Gold,"April 6, 1965 (age 51 years)",177.8,,146,66.36363636,200m,Backstroke
592,592,Moscow,1980,Aquatics,Swimming,"POLIT, Cornelia",GDR,Women,200m backstroke,W,Silver,"February 18, 1963 (age 53 years)",175.26,,139,63.18181818,200m,Backstroke
593,593,Moscow,1980,Aquatics,Swimming,"MISKAROV, Arsen",URS,Men,200m breaststroke,M,Bronze,,182.88,,165,75,200m,Breaststroke
594,594,Moscow,1980,Aquatics,Swimming,"ZHULPA, Robertas",URS,Men,200m breaststroke,M,Gold,,,,,#VALUE!,200m,Breaststroke
595,595,Moscow,1980,Aquatics,Swimming,"VERMES, Alban",HUN,Men,200m breaststroke,M,Silver,1957,,23.0,,#VALUE!,200m,Breaststroke
596,596,Moscow,1980,Aquatics,Swimming,"BOGDANOVA, Yulia",URS,Women,200m breaststroke,W,Bronze,"April 27, 1964 (age 52 years)",170.18,,,#VALUE!,200m,Breaststroke
597,597,Moscow,1980,Aquatics,Swimming,"KACHUSHITE, Lina",URS,Women,200m breaststroke,W,Gold,"January 1, 1963 (age 53 years)",,,,#VALUE!,200m,Breaststroke
598,598,Moscow,1980,Aquatics,Swimming,"VARGANOVA, Svetlana",URS,Women,200m breaststroke,W,Silver,"November 19, 1964 (age 51 years)",170.18,,128,58.18181818,200m,Breaststroke
599,599,Moscow,1980,Aquatics,Swimming,"PYTTEL, Roger",GDR,Men,200m butterfly,M,Bronze,"May 8, 1957 (age 59 years)",175.26,,150,68.18181818,200m,Butterfly
600,600,Moscow,1980,Aquatics,Swimming,"FESENKO, Sergei",URS,Men,200m butterfly,M,Gold,"January 29, 1959 (age 57 years)",187.96,,,#VALUE!,200m,Butterfly
601,601,Jul-60,1980,6'1,Swimming,"HUBBLE, Philip",GBR,Men,200m butterfly,M,Silver,"July 19, 1960 (age 56 years)",185.42,,174,79.09090909,200m,Butterfly
602,602,Jul-62,1980,5'3,Swimming,"FORD, Michelle",AUS,Women,200m butterfly,W,Bronze,"October 1, 1968 (age 48 years)",,,119,54.09090909,200m,Butterfly
603,603,Feb-63,1980,5'5,Swimming,"GEISSLER, Ines",GDR,Women,200m butterfly,W,Gold,"February 16, 1963 (age 53 years)",165.1,,,#VALUE!,200m,Butterfly
604,604,Jul-64,1980,5'5.5,Swimming,"SCHÉNROCK, Sybille",GDR,Women,200m butterfly,W,Silver,,,,,#VALUE!,200m,Butterfly
605,605,Moscow,1980,Aquatics,Swimming,"BREWER, Graeme",AUS,Men,200m freestyle,M,Bronze,"December 1, 1958 (age 57 years)",193.04,,212,96.36363636,200m,Freestyle
606,606,Moscow,1980,Aquatics,Swimming,"KOPLYAKOV, Sergei",URS,Men,200m freestyle,M,Gold,"January 23, 1959 (age 57 years)",,,,#VALUE!,200m,Freestyle
607,607,Moscow,1980,Aquatics,Swimming,"KRYLOV, Andrei",URS,Men,200m freestyle,M,Silver,"March 3, 1959 (age 57 years)",,,,#VALUE!,200m,Freestyle
608,608,Moscow,1980,Aquatics,Swimming,"SCHMIDT, Carmela",GDR,Women,200m freestyle,W,Bronze,"May 16, 1962 (age 54 years)",175.26,,146,66.36363636,200m,Freestyle
609,609,Moscow,1980,Aquatics,Swimming,"KRAUSE, Barbara",GDR,Women,200m freestyle,W,Gold,"July 7, 1959 (age 57 years)",180.34,,150,68.18181818,200m,Freestyle
610,610,Moscow,1980,Aquatics,Swimming,"DIERS, Ines",GDR,Women,200m freestyle,W,Silver,"November 2, 1963 (age 53 years)",175.26,,141,64.09090909,200m,Freestyle
611,611,Moscow,1980,Aquatics,Swimming,"STUKOLKIN, Ivar",URS,Men,400m freestyle,M,Bronze,1960,,20.0,170,77.27272727,400m,Freestyle
612,612,Moscow,1980,Aquatics,Swimming,"SALNIKOV, Vladimir",URS,Men,400m freestyle,M,Gold,"May 21, 1960 (age 56 years)",180.34,,163,74.09090909,400m,Freestyle
613,613,Moscow,1980,Aquatics,Swimming,"KRYLOV, Andrei",URS,Men,400m freestyle,M,Silver,"March 3, 1959 (age 57 years)",,,,#VALUE!,400m,Freestyle
614,614,Moscow,1980,Aquatics,Swimming,"SCHMIDT, Carmela",GDR,Women,400m freestyle,W,Bronze,"May 16, 1962 (age 54 years)",175.26,,146,66.36363636,400m,Freestyle
615,615,Moscow,1980,Aquatics,Swimming,"DIERS, Ines",GDR,Women,400m freestyle,W,Gold,"November 2, 1963 (age 53 years)",175.26,,141,64.09090909,400m,Freestyle
616,616,Moscow,1980,Aquatics,Swimming,"SCHNEIDER, Petra",GDR,Women,400m freestyle,W,Silver,"January 11, 1963 (age 53 years)",172.72,,148,67.27272727,400m,Freestyle
617,617,Moscow,1980,Aquatics,Swimming,"VERRASZTO, Zoltan",HUN,Men,400m individual medley,M,Bronze,"March 15, 1956 (age 60 years)",175.26,,,#VALUE!,400m,Individual
618,618,Moscow,1980,Aquatics,Swimming,"SIDORENKO, Aleksandr",URS,Men,400m individual medley,M,Gold,"May 27, 1960 (age 56 years)",187.96,,201,91.36363636,400m,Individual
619,619,Moscow,1980,Aquatics,Swimming,"FESENKO, Sergei",URS,Men,400m individual medley,M,Silver,"January 29, 1959 (age 57 years)",187.96,,,#VALUE!,400m,Individual
620,620,Moscow,1980,Aquatics,Swimming,"CZOPEK, Agnieszka",POL,Women,400m individual medley,W,Bronze,"January 9, 1964 (age 52 years)",,,139,63.18181818,400m,Individual
621,621,Moscow,1980,Aquatics,Swimming,"SCHNEIDER, Petra",GDR,Women,400m individual medley,W,Gold,"January 11, 1963 (age 53 years)",172.72,,148,67.27272727,400m,Individual
622,622,Moscow,1980,Aquatics,Swimming,"DAVIES, Sharron Elizabeth",GBR,Women,400m individual medley,W,Silver,"November 1, 1962 (age 54 years)",180.34,,148,67.27272727,400m,Individual
623,623,Moscow,1980,Aquatics,Swimming,"DÛHNE, Heike",GDR,Women,800m freestyle,W,Bronze,,,,,#VALUE!,800m,Freestyle
624,624,Moscow,1980,Aquatics,Swimming,"FORD, Michelle",AUS,Women,800m freestyle,W,Gold,"October 1, 1968 (age 48 years)",,,119,54.09090909,800m,Freestyle
625,625,Moscow,1980,Aquatics,Swimming,"DIERS, Ines",GDR,Women,800m freestyle,W,Silver,"November 2, 1963 (age 53 years)",175.26,,141,64.09090909,800m,Freestyle
626,626,Los Angeles,1984,Aquatics,Swimming,"WEST, Michael",CAN,Men,100m backstroke,M,Bronze,,,,170,77.27272727,100m,Backstroke
627,627,Los Angeles,1984,Aquatics,Swimming,"CAREY, Richard John",USA,Men,100m backstroke,M,Gold,,182.88,,181,82.27272727,100m,Backstroke
628,628,Los Angeles,1984,Aquatics,Swimming,"WILSON, David Dennis",USA,Men,100m backstroke,M,Silver,,,,187,85,100m,Backstroke
629,629,Los Angeles,1984,Aquatics,Swimming,"DE ROVER, Jolanda",NED,Women,100m backstroke,W,Bronze,"October 10, 1963 (age 53 years)",185.42,,154,70,100m,Backstroke
630,630,Los Angeles,1984,Aquatics,Swimming,"ANDREWS, Theresa",USA,Women,100m backstroke,W,Gold,"August 25, 1962 (age 54 years)",167.64,,137,62.27272727,100m,Backstroke
