,Year,Event,Athlete,Gender,DOB,height,DOB1,Medal,Age
654,2015,200 metre individual medley,Wang Shun,Men,"February 11, 1994 (age 22 years)",190.5,"February 11, 1994",Bronze,21.5671232877
655,1973,400 metre individual medley,Andrs Hargitay,Men,,,N,Gold,
656,1973,400 metre individual medley,Rod Strachan,Men,"October 16, 1955 (age 61 years)",182.88,"October 16, 1955",Silver,17.8904109589
657,1973,400 metre individual medley,Rick Colella,Men,"December 14, 1951 (age 64 years)",185.42,"December 14, 1951",Bronze,21.7315068493
658,1975,400 metre individual medley,Andrs Hargitay,Men,,,N,Gold,
659,1975,400 metre individual medley,Andrey Smirnov,Men,"March 12, 1941 (age 75 years)",,"March 12, 1941",Silver,
660,1975,400 metre individual medley,Hans-Joachim Geisler,Men,"May 27, 1955 (age 61 years)",182.88,"May 27, 1955",Bronze,20.2794520548
661,1978,400 metre individual medley,Jesse Vassallo,Men,"August 9, 1961 (age 55 years)",175.26,"August 9, 1961",Gold,17.0739726027
662,1978,400 metre individual medley,Sergey Fesenko,Men,"January 29, 1959 (age 57 years)",187.96,"January 29, 1959",Silver,19.602739726
663,1978,400 metre individual medley,Andrs Hargitay,Men,,,N,Bronze,
664,1982,400 metre individual medley,Ricardo Prado,Men,"January 3, 1965 (age 51 years)",167.64,"January 3, 1965",Gold,17.6712328767
665,1982,400 metre individual medley,Jens-Peter Berndt,Men,"August 17, 1963 (age 53 years)",198.12,"August 17, 1963",Silver,19.0547945205
666,1982,400 metre individual medley,Sergey Fesenko,Men,"January 29, 1959 (age 57 years)",187.96,"January 29, 1959",Bronze,23.6054794521
667,1986,400 metre individual medley,Tams Darnyi,Men,"June 3, 1967 (age 49 years)",185.42,"June 3, 1967",Gold,19.2602739726
668,1986,400 metre individual medley,Vadim Yaroshchuk,Men,"April 2, 1966 (age 50 years)",,"April 2, 1966",Silver,20.4301369863
669,1986,400 metre individual medley,Alex Baumann,Men,"April 21, 1964 (age 52 years)",187.96,"April 21, 1964",Bronze,22.3780821918
670,1991,400 metre individual medley,Tams Darnyi,Men,"June 3, 1967 (age 49 years)",,"June 3, 1967",Gold,24.2630136986
671,1991,400 metre individual medley,Eric Namesnik,Men,"August 7, 1970",185.42,"August 7, 197",Silver,
672,1991,400 metre individual medley,Stefano Battistelli,Men,"March 6, 1970 (age 46 years)",175.26,"March 6, 1970",Bronze,21.504109589
673,1994,400 metre individual medley,Tom Dolan,Men,,198.12,N,Gold,
674,1994,400 metre individual medley,Jani Sievinen,Men,"March 31, 1974 (age 42 years)",180.34,"March 31, 1974",Silver,20.4356164384
675,1994,400 metre individual medley,Eric Namesnik,Men,"August 7, 1970",185.42,"August 7, 197",Bronze,
676,1998,400 metre individual medley,Tom Dolan,Men,,198.12,N,Gold,
677,1998,400 metre individual medley,Marcel Wouda,Men,"January 23, 1972 (age 44 years)",203.2,"January 23, 1972",Silver,26.6246575342
678,1998,400 metre individual medley,Curtis Myden,Men,"December 31, 1973 (age 42 years)",187.96,"December 31, 1973",Bronze,24.6849315068
679,2001,400 metre individual medley,Alessio Boggiatto,Men,"December 18, 1981 (age 34 years)",193.04,"December 18, 1981",Gold,19.7178082192
680,2001,400 metre individual medley,Erik Vendt,Men,"January 9, 1981 (age 35 years)",180.34,"January 9, 1981",Silver,20.6575342466
681,2001,400 metre individual medley,Tom Wilkens,Men,"November 25, 1975 (age 41 years)",187.96,"November 25, 1975",Bronze,25.7863013699
682,2003,400 metre individual medley,Michael Phelps,Men,"June 30, 1985 (age 31 years)",193.04,"June 30, 1985",Gold,18.1835616438
683,2003,400 metre individual medley,Lszl Cseh,Men,"December 3, 1985 (age 30 years)",187.96,"December 3, 1985",Silver,17.7561643836
684,2003,400 metre individual medley,Oussama Mellouli,Men,"February 16, 1984 (age 32 years)",193.04,"February 16, 1984",Bronze,19.5534246575
685,2005,400 metre individual medley,Lszl Cseh,Men,"December 3, 1985 (age 30 years)",187.96,"December 3, 1985",Gold,19.7589041096
686,2005,400 metre individual medley,Luca Marin,Men,"April 9, 1986 (age 30 years)",182.88,"April 9, 1986",Silver,19.4109589041
687,2005,400 metre individual medley,Oussama Mellouli,Men,"February 16, 1984 (age 32 years)",193.04,"February 16, 1984",Bronze,21.5561643836
688,2007,400 metre individual medley,Michael Phelps,Men,"June 30, 1985 (age 31 years)",193.04,"June 30, 1985",Gold,22.1863013699
689,2007,400 metre individual medley,Ryan Lochte,Men,"August 3, 1984 (age 32 years)",187.96,"August 3, 1984",Silver,23.0931506849
690,2007,400 metre individual medley,Luca Marin,Men,"April 9, 1986 (age 30 years)",182.88,"April 9, 1986",Bronze,21.4109589041
691,2009,400 metre individual medley,Ryan Lochte,Men,"August 3, 1984 (age 32 years)",187.96,"August 3, 1984",Gold,25.095890411
692,2009,400 metre individual medley,Tyler Clary,Men,"March 12, 1989 (age 27 years)",185.42,"March 12, 1989",Silver,20.4876712329
693,2009,400 metre individual medley,Lszl Cseh,Men,"December 3, 1985 (age 30 years)",187.96,"December 3, 1985",Bronze,23.7616438356
694,2011,400 metre individual medley,Ryan Lochte,Men,"August 3, 1984 (age 32 years)",187.96,"August 3, 1984",Gold,27.095890411
695,2011,400 metre individual medley,Tyler Clary,Men,"March 12, 1989 (age 27 years)",185.42,"March 12, 1989",Silver,22.4876712329
696,2011,400 metre individual medley,Yuya Horihata,Men,"July 30, 1990 (age 26 years)",170.18,"July 30, 1990",Bronze,21.104109589
697,2013,400 metre individual medley,Daiya Seto,Men,"May 24, 1994 (age 22 years)",175.26,"May 24, 1994",Gold,19.2876712329
698,2013,400 metre individual medley,Chase Kalisz,Men,"March 7, 1994 (age 22 years)",193.04,"March 7, 1994",Silver,19.501369863
699,2013,400 metre individual medley,Thiago Pereira,Men,"January 26, 1986 (age 30 years)",187.96,"January 26, 1986",Bronze,
700,2015,400 metre individual medley,Daiya Seto,Men,"May 24, 1994 (age 22 years)",175.26,"May 24, 1994",Gold,21.2876712329
701,2015,400 metre individual medley,Dvid Verraszt,Men,"August 22, 1988 (age 28 years)",180.34,"August 22, 1988",Silver,27.0438356164
702,2015,400 metre individual medley,Chase Kalisz,Men,"March 7, 1994 (age 22 years)",193.04,"March 7, 1994",Bronze,21.501369863
703,1986,50 metre freestyle,Tamara Costache,Women,"July 23, 1970 (age 46 years)",,"July 23, 1970",Gold,16.1205479452
704,1986,50 metre freestyle,Kristin Otto,Women,"February 7, 1966 (age 50 years)",185.42,"February 7, 1966",Silver,20.5780821918
705,1986,50 metre freestyle,Marie-Thrse Armentero,Women,"November 13, 1965 (age 51 years)",180.34,"November 13, 1965",Bronze,20.8136986301
706,1991,50 metre freestyle,Zhuang Yong,Women,"August 10, 1972 (age 44 years)",,"August 10, 1972",Gold,19.0712328767
707,1991,50 metre freestyle,Leigh Ann Fetter,Women,"May 23, 1969 (age 47 years)",180.34,"May 23, 1969",Silver,22.2904109589
708,1994,50 metre freestyle,Le Jingyi,Women,"March 19, 1975 (age 41 years)",177.8,"March 19, 1975",Gold,19.4684931507
709,1994,50 metre freestyle,Natalya Meshcheryakova,Women,"June 1, 1972 (age 44 years)",,"June 1, 1972",Silver,22.2657534247
710,1994,50 metre freestyle,Amy Van Dyken,Women,"February 15, 1973 (age 43 years)",182.88,"February 15, 1973",Bronze,21.5561643836
711,1998,50 metre freestyle,Amy Van Dyken,Women,"February 15, 1973 (age 43 years)",182.88,"February 15, 1973",Gold,25.5589041096
712,1998,50 metre freestyle,Sandra Vlker,Women,,180.34,N,Silver,
713,1998,50 metre freestyle,Shan Ying,Women,,172.72,N,Bronze,
714,2001,50 metre freestyle,Inge de Bruijn,Women,"August 24, 1973 (age 43 years)",177.8,"August 24, 1973",Gold,
715,2001,50 metre freestyle,Therese Alshammar,Women,"August 26, 1977 (age 39 years)",180.34,"August 26, 1977",Silver,24.0328767123
716,2001,50 metre freestyle,Sandra Vlker,Women,,180.34,N,Bronze,
717,2003,50 metre freestyle,Inge de Bruijn,Women,"August 24, 1973 (age 43 years)",177.8,"August 24, 1973",Gold,
718,2003,50 metre freestyle,Alice Mills,Women,"May 23, 1986 (age 30 years)",175.26,"May 23, 1986",Silver,17.2876712329
719,2003,50 metre freestyle,Libby Lenton,Women,"January 28, 1985 (age 31 years)",167.64,"January 28, 1985",Bronze,18.602739726
720,2005,50 metre freestyle,Libby Lenton,Women,"January 28, 1985 (age 31 years)",167.64,"January 28, 1985",Gold,20.6054794521
721,2005,50 metre freestyle,Marleen Veldhuis,Women,"June 29, 1979 (age 37 years)",182.88,"June 29, 1979",Silver,26.1945205479
722,2005,50 metre freestyle,Zhu Yingwen,Women,"September 9, 1981 (age 35 years)",172.72,"September 9, 1981",Bronze,23.9945205479
723,2007,50 metre freestyle,Libby Lenton,Women,"January 28, 1985 (age 31 years)",167.64,"January 28, 1985",Gold,22.6054794521
724,2007,50 metre freestyle,Therese Alshammar,Women,"August 26, 1977 (age 39 years)",180.34,"August 26, 1977",Silver,
725,2007,50 metre freestyle,Marleen Veldhuis,Women,"June 29, 1979 (age 37 years)",182.88,"June 29, 1979",Bronze,
726,2009,50 metre freestyle,Britta Steffen,Women,"November 16, 1983 (age 33 years)",180.34,"November 16, 1983",Gold,25.8109589041
727,2009,50 metre freestyle,Therese Alshammar,Women,"August 26, 1977 (age 39 years)",180.34,"August 26, 1977",Silver,
728,2009,50 metre freestyle,Marleen Veldhuis,Women,"June 29, 1979 (age 37 years)",182.88,"June 29, 1979",Bronze,
729,2011,50 metre freestyle,Therese Alshammar,Women,"August 26, 1977 (age 39 years)",180.34,"August 26, 1977",Gold,
730,2011,50 metre freestyle,Ranomi Kromowidjojo,Women,"August 20, 1990 (age 26 years)",177.8,"August 20, 1990",Silver,21.0465753425
731,2011,50 metre freestyle,Marleen Veldhuis,Women,"June 29, 1979 (age 37 years)",182.88,"June 29, 1979",Bronze,
732,2013,50 metre freestyle,Ranomi Kromowidjojo,Women,"August 20, 1990 (age 26 years)",177.8,"August 20, 1990",Gold,23.0493150685
733,2013,50 metre freestyle,Cate Campbell,Women,"May 20, 1992 (age 24 years)",185.42,"May 20, 1992",Silver,21.298630137
734,2013,50 metre freestyle,Francesca Halsall,Women,"April 12, 1990 (age 26 years)",172.72,"April 12, 1990",Bronze,23.4054794521
735,2015,50 metre freestyle,Bronte Campbell,Women,"May 14, 1994 (age 22 years)",177.8,"May 14, 1994",Gold,21.3150684932
736,2015,50 metre freestyle,Ranomi Kromowidjojo,Women,"August 20, 1990 (age 26 years)",177.8,"August 20, 1990",Silver,25.0493150685
737,2015,50 metre freestyle,Sarah Sjstrm,Women,"August 17, 1993 (age 23 years)",182.88,"August 17, 1993",Bronze,22.0547945205
738,1973,100 metre freestyle,Kornelia Ender,Women,"October 25, 1958 (age 58 years)",,"October 25, 1958",Gold,14.8630136986
739,1973,100 metre freestyle,Shirley Babashoff,Women,"January 31, 1957 (age 59 years)",177.8,"January 31, 1957",Silver,16.5945205479
740,1973,100 metre freestyle,Enith Brigitha,Women,"April 15, 1955 (age 61 years)",175.26,"April 15, 1955",Bronze,18.3945205479
741,1975,100 metre freestyle,Kornelia Ender,Women,"October 25, 1958 (age 58 years)",172.72,"October 25, 1958",Gold,16.8630136986
742,1975,100 metre freestyle,Shirley Babashoff,Women,"January 31, 1957 (age 59 years)",177.8,"January 31, 1957",Silver,18.5945205479
743,1975,100 metre freestyle,Enith Brigitha,Women,"April 15, 1955 (age 61 years)",175.26,"April 15, 1955",Bronze,20.3945205479
744,1978,100 metre freestyle,Barbara Krause,Women,"July 7, 1959 (age 57 years)",180.34,"July 7, 1959",Gold,19.1671232877
745,1978,100 metre freestyle,Lene Jenssen,Women,1957,177.8,195,Silver,
746,1978,100 metre freestyle,Larisa Tsaryova,Women,"August 10, 1958 (age 58 years)",172.72,"August 10, 1958",Bronze,20.0739726027
747,1982,100 metre freestyle,Birgit Meineke,Women,"July 4, 1964 (age 52 years)",182.88,"July 4, 1964",Gold,18.1726027397
748,1982,100 metre freestyle,Annemarie Verstappen,Women,"October 3, 1965 (age 51 years)",,"October 3, 1965",Silver,16.9232876712
749,1982,100 metre freestyle,Jill Sterkel,Women,"May 27, 1961 (age 55 years)",180.34,"May 27, 1961",Bronze,21.2794520548
750,1986,100 metre freestyle,Kristin Otto,Women,"February 7, 1966 (age 50 years)",185.42,"February 7, 1966",Gold,20.5780821918
751,1986,100 metre freestyle,Jenna Johnson,Women,"April 12, 1994 (age 22 years)",,"April 12, 1994",Silver,
752,1986,100 metre freestyle,Conny van Bentum,Women,"August 12, 1965 (age 51 years)",180.34,"August 12, 1965",Bronze,21.0684931507
753,1991,100 metre freestyle,Nicole Haislett,Women,"December 16, 1972 (age 43 years)",172.72,"December 16, 1972",Gold,18.7205479452
754,1991,100 metre freestyle,Catherine Plewinski,Women,"July 12, 1968 (age 48 years)",,"July 12, 1968",Silver,23.1534246575
755,1991,100 metre freestyle,Zhuang Yong,Women,"August 10, 1972 (age 44 years)",,"August 10, 1972",Bronze,19.0712328767
756,1994,100 metre freestyle,Le Jingyi,Women,"March 19, 1975 (age 41 years)",177.8,"March 19, 1975",Gold,19.4684931507
757,1994,100 metre freestyle,L Bin,Women,"March 10, 1957",,"March 10, 195",Silver,
758,1994,100 metre freestyle,Franziska van Almsick,Women,"April 5, 1978 (age 38 years)",180.34,"April 5, 1978",Bronze,16.4191780822
759,1998,100 metre freestyle,Jenny Thompson,Women,"February 26, 1973 (age 43 years)",177.8,"February 26, 1973",Gold,25.5287671233
760,1998,100 metre freestyle,Martina Moravcov,Women,"January 16, 1976 (age 40 years)",,"January 16, 1976",Silver,22.6410958904
761,1998,100 metre freestyle,Shan Ying,Women,,172.72,N,Bronze,
762,2001,100 metre freestyle,Inge de Bruijn,Women,"August 24, 1973 (age 43 years)",177.8,"August 24, 1973",Gold,
763,2001,100 metre freestyle,Katrin Meissner,Women,"January 17, 1973 (age 43 years)",187.96,"January 17, 1973",Silver,
764,2001,100 metre freestyle,Sandra Vlker,Women,,180.34,N,Bronze,
765,2003,100 metre freestyle,Hanna-Maria Seppl,Women,"December 13, 1984 (age 31 years)",175.26,"December 13, 1984",Gold,18.7287671233
766,2003,100 metre freestyle,Jodie Henry,Women,"November 17, 1983 (age 33 years)",175.26,"November 17, 1983",Silver,19.802739726
767,2003,100 metre freestyle,Jenny Thompson,Women,"February 26, 1973 (age 43 years)",177.8,"February 26, 1973",Bronze,
768,2005,100 metre freestyle,Jodie Henry,Women,"November 17, 1983 (age 33 years)",175.26,"November 17, 1983",Gold,21.8054794521
769,2005,100 metre freestyle,Natalie Coughlin,Women,"August 23, 1982 (age 34 years)",172.72,"August 23, 1982",Silver,23.0410958904
770,2007,100 metre freestyle,Libby Lenton,Women,"January 28, 1985 (age 31 years)",167.64,"January 28, 1985",Gold,22.6054794521
771,2007,100 metre freestyle,Marleen Veldhuis,Women,"June 29, 1979 (age 37 years)",182.88,"June 29, 1979",Silver,
772,2007,100 metre freestyle,Britta Steffen,Women,"November 16, 1983 (age 33 years)",180.34,"November 16, 1983",Bronze,23.8082191781
773,2009,100 metre freestyle,Britta Steffen,Women,"November 16, 1983 (age 33 years)",180.34,"November 16, 1983",Gold,25.8109589041
774,2009,100 metre freestyle,Francesca Halsall,Women,"April 12, 1990 (age 26 years)",172.72,"April 12, 1990",Silver,19.402739726
775,2009,100 metre freestyle,Lisbeth Trickett,Women,"January 28, 1985 (age 31 years)",167.64,"January 28, 1985",Bronze,24.6082191781
776,2011,100 metre freestyle,Jeanette Ottesen,Women,"December 30, 1987 (age 28 years)",177.8,"December 30, 1987",Gold,23.6876712329
777,2011,100 metre freestyle,Ranomi Kromowidjojo,Women,"August 20, 1990 (age 26 years)",177.8,"August 20, 1990",Bronze,21.0465753425
778,2013,100 metre freestyle,Cate Campbell,Women,"May 20, 1992 (age 24 years)",185.42,"May 20, 1992",Gold,21.298630137
779,2013,100 metre freestyle,Sarah Sjstrm,Women,"August 17, 1993 (age 23 years)",182.88,"August 17, 1993",Silver,20.0547945205
780,2013,100 metre freestyle,Ranomi Kromowidjojo,Women,"August 20, 1990 (age 26 years)",177.8,"August 20, 1990",Bronze,23.0493150685
781,2015,100 metre freestyle,Bronte Campbell,Women,"May 14, 1994 (age 22 years)",177.8,"May 14, 1994",Gold,21.3150684932
782,2015,100 metre freestyle,Sarah Sjstrm,Women,"August 17, 1993 (age 23 years)",182.88,"August 17, 1993",Silver,22.0547945205
783,2015,100 metre freestyle,Cate Campbell,Women,"May 20, 1992 (age 24 years)",185.42,"May 20, 1992",Bronze,23.298630137
784,1973,200 metre freestyle,Keena Rothhammer,Women,"February 26, 1957 (age 59 years)",175.26,"February 26, 1957",Gold,16.5232876712
785,1973,200 metre freestyle,Shirley Babashoff,Women,"January 31, 1957 (age 59 years)",177.8,"January 31, 1957",Silver,16.5945205479
786,1973,200 metre freestyle,Andrea Eife,Women,,,N,Bronze,
787,1975,200 metre freestyle,Shirley Babashoff,Women,"January 31, 1957 (age 59 years)",177.8,"January 31, 1957",Gold,18.5945205479
788,1975,200 metre freestyle,Kornelia Ender,Women,"October 25, 1958 (age 58 years)",172.72,"October 25, 1958",Silver,16.8630136986
789,1975,200 metre freestyle,Enith Brigitha,Women,"April 15, 1955 (age 61 years)",175.26,"April 15, 1955",Bronze,20.3945205479
790,1978,200 metre freestyle,Cynthia Woodhead,Women,"February 7, 1964 (age 52 years)",167.64,"February 7, 1964",Gold,14.5753424658
791,1978,200 metre freestyle,Barbara Krause,Women,"July 7, 1959 (age 57 years)",180.34,"July 7, 1959",Silver,19.1671232877
792,1978,200 metre freestyle,Larisa Tsaryova,Women,"August 10, 1958 (age 58 years)",172.72,"August 10, 1958",Bronze,20.0739726027
793,1982,200 metre freestyle,Annemarie Verstappen,Women,"October 3, 1965 (age 51 years)",,"October 3, 1965",Gold,16.9232876712
794,1982,200 metre freestyle,Birgit Meineke,Women,"July 4, 1964 (age 52 years)",182.88,"July 4, 1964",Silver,18.1726027397
795,1982,200 metre freestyle,Annelies Maas,Women,"January 25, 1960 (age 56 years)",,"January 25, 1960",Bronze,22.6164383562
796,1986,200 metre freestyle,Heike Friedrich,Women,"April 18, 1970 (age 46 years)",172.72,"April 18, 1970",Gold,16.3835616438
797,1986,200 metre freestyle,Manuela Stellmach,Women,"February 22, 1970 (age 46 years)",175.26,"February 22, 1970",Silver,16.5342465753
798,1986,200 metre freestyle,Mary T. Meagher,Women,"October 27, 1964 (age 52 years)",172.72,"October 27, 1964",Bronze,21.8602739726
799,1991,200 metre freestyle,Hayley Lewis,Women,"March 2, 1974 (age 42 years)",170.18,"March 2, 1974",Gold,17.5123287671
800,1991,200 metre freestyle,Janet Evans,Women,"August 28, 1971 (age 45 years)",165.1,"August 28, 1971",Silver,20.0246575342
801,1991,200 metre freestyle,Mette Jacobsen,Women,"March 24, 1973 (age 43 years)",,"March 24, 1973",Bronze,18.4520547945
802,1994,200 metre freestyle,Franziska van Almsick,Women,"April 5, 1978 (age 38 years)",180.34,"April 5, 1978",Gold,16.4191780822
803,1994,200 metre freestyle,L Bin,Women,"March 10, 1957",,"March 10, 195",Silver,
804,1994,200 metre freestyle,Claudia Poll,Women,"December 21, 1972 (age 43 years)",190.5,"December 21, 1972",Bronze,21.7095890411
805,1998,200 metre freestyle,Claudia Poll,Women,"December 21, 1972 (age 43 years)",190.5,"December 21, 1972",Gold,25.7123287671
806,1998,200 metre freestyle,Martina Moravcov,Women,"January 16, 1976 (age 40 years)",,"January 16, 1976",Silver,22.6410958904
807,1998,200 metre freestyle,Julia Greville,Women,"February 18, 1979 (age 37 years)",177.8,"February 18, 1979",Bronze,19.5479452055
808,2001,200 metre freestyle,Giaan Rooney,Women,"November 15, 1982 (age 34 years)",175.26,"November 15, 1982",Gold,18.8082191781
809,2001,200 metre freestyle,Yang Yu,Women,,167.64,N,Silver,
810,2001,200 metre freestyle,Camelia Potec,Women,"February 19, 1982 (age 34 years)",177.8,"February 19, 1982",Bronze,19.5452054795
811,2003,200 metre freestyle,Alena Popchanka,Women,"July 28, 1979 (age 37 years)",175.26,"July 28, 1979",Gold,24.1123287671
812,2003,200 metre freestyle,Martina Moravcov,Women,"January 16, 1976 (age 40 years)",,"January 16, 1976",Silver,
813,2003,200 metre freestyle,Yang Yu,Women,,167.64,N,Bronze,
814,2005,200 metre freestyle,Solenne Figus,Women,,,N,Gold,
815,2005,200 metre freestyle,Federica Pellegrini,Women,"August 5, 1988 (age 28 years)",177.8,"August 5, 1988",Silver,17.0849315068
816,2005,200 metre freestyle,Yang Yu,Women,,167.64,N,Bronze,
817,2007,200 metre freestyle,Laure Manaudou,Women,,180.34,N,Gold,
818,2007,200 metre freestyle,Annika Lurz,Women,"September 6, 1979 (age 37 years)",,"September 6, 1979",Silver,
819,2007,200 metre freestyle,Federica Pellegrini,Women,"August 5, 1988 (age 28 years)",177.8,"August 5, 1988",Bronze,19.0849315068
820,2009,200 metre freestyle,Federica Pellegrini,Women,"August 5, 1988 (age 28 years)",177.8,"August 5, 1988",Gold,21.0876712329
821,2009,200 metre freestyle,Allison Schmitt,Women,"June 7, 1990 (age 26 years)",185.42,"June 7, 1990",Silver,19.2493150685
822,2009,200 metre freestyle,Dana Vollmer,Women,"November 13, 1987 (age 29 years)",182.88,"November 13, 1987",Bronze,21.8164383562
823,2011,200 metre freestyle,Federica Pellegrini,Women,"August 5, 1988 (age 28 years)",177.8,"August 5, 1988",Gold,23.0876712329
824,2011,200 metre freestyle,Kylie Palmer,Women,"February 25, 1990 (age 26 years)",,"February 25, 1990",Silver,21.5287671233
825,2011,200 metre freestyle,Camille Muffat,Women,"October 28, 1989",182.88,"October 28, 198",Bronze,
826,2013,200 metre freestyle,Missy Franklin,Women,"May 10, 1995 (age 21 years)",187.96,"May 10, 1995",Gold,18.3260273973
827,2013,200 metre freestyle,Federica Pellegrini,Women,"August 5, 1988 (age 28 years)",177.8,"August 5, 1988",Silver,25.0904109589
828,2013,200 metre freestyle,Camille Muffat,Women,"October 28, 1989",182.88,"October 28, 198",Bronze,
829,2015,200 metre freestyle,Katie Ledecky,Women,"March 17, 1997 (age 19 years)",182.88,"March 17, 1997",Gold,18.4712328767
830,2015,200 metre freestyle,Federica Pellegrini,Women,"August 5, 1988 (age 28 years)",177.8,"August 5, 1988",Silver,27.0904109589
831,2015,200 metre freestyle,Missy Franklin,Women,"May 10, 1995 (age 21 years)",187.96,"May 10, 1995",Bronze,20.3260273973
832,1973,400 metre freestyle,Heather Greenwood,Women,,,N,Gold,
833,1973,400 metre freestyle,Keena Rothhammer,Women,"February 26, 1957 (age 59 years)",175.26,"February 26, 1957",Silver,16.5232876712
834,1973,400 metre freestyle,Novella Calligaris,Women,"December 27, 1954 (age 61 years)",162.56,"December 27, 1954",Bronze,18.6931506849
835,1975,400 metre freestyle,Shirley Babashoff,Women,"January 31, 1957 (age 59 years)",177.8,"January 31, 1957",Gold,18.5945205479
836,1975,400 metre freestyle,Jennifer Turrall,Women,"May 9, 1960 (age 56 years)",165.1,"May 9, 1960",Silver,15.3232876712
837,1975,400 metre freestyle,Kathy Heddy,Women,"February 4, 1958 (age 58 years)",167.64,"February 4, 1958",Bronze,17.5835616438
838,1978,400 metre freestyle,Tracey Wickham,Women,"November 24, 1962 (age 54 years)",162.56,"November 24, 1962",Gold,15.7808219178
839,1978,400 metre freestyle,Cynthia Woodhead,Women,"February 7, 1964 (age 52 years)",167.64,"February 7, 1964",Silver,14.5753424658
840,1978,400 metre freestyle,Kim Linehan,Women,"December 11, 1962 (age 53 years)",167.64,"December 11, 1962",Bronze,15.7342465753
841,1982,400 metre freestyle,Carmela Schmidt,Women,"May 16, 1962 (age 54 years)",175.26,"May 16, 1962",Gold,20.3095890411
842,1982,400 metre freestyle,Petra Schneider,Women,"January 11, 1963 (age 53 years)",172.72,"January 11, 1963",Silver,19.6520547945
843,1982,400 metre freestyle,Tiffany Cohen,Women,"June 11, 1966 (age 50 years)",172.72,"June 11, 1966",Bronze,16.2356164384
844,1986,400 metre freestyle,Heike Friedrich,Women,"April 18, 1970 (age 46 years)",172.72,"April 18, 1970",Gold,16.3835616438
845,1986,400 metre freestyle,Astrid Strau,Women,"December 24, 1968 (age 47 years)",187.96,"December 24, 1968",Silver,17.698630137
846,1986,400 metre freestyle,Sarah Hardcastle,Women,"April 9, 1969 (age 47 years)",182.88,"April 9, 1969",Bronze,17.4082191781
847,1991,400 metre freestyle,Janet Evans,Women,"August 28, 1971 (age 45 years)",165.1,"August 28, 1971",Gold,20.0246575342
848,1991,400 metre freestyle,Hayley Lewis,Women,"March 2, 1974 (age 42 years)",170.18,"March 2, 1974",Silver,17.5123287671
849,1991,400 metre freestyle,Suzu Chiba,Women,"August 11, 1975 (age 41 years)",170.18,"August 11, 1975",Bronze,16.0684931507
850,1994,400 metre freestyle,Yang Aihua,Women,1977,,197,Gold,
851,1994,400 metre freestyle,Cristina Teuscher,Women,"March 12, 1978 (age 38 years)",185.42,"March 12, 1978",Silver,16.4849315068
852,1994,400 metre freestyle,Claudia Poll,Women,"December 21, 1972 (age 43 years)",190.5,"December 21, 1972",Bronze,21.7095890411
853,1998,400 metre freestyle,Chen Yan,Women,"March 27, 1981 (age 35 years)",160.02,"March 27, 1981",Gold,17.4438356164
854,1998,400 metre freestyle,Brooke Bennett,Women,"May 6, 1980 (age 36 years)",,"May 6, 1980",Silver,18.3342465753
855,1998,400 metre freestyle,Dagmar Hase,Women,"December 22, 1969 (age 46 years)",182.88,"December 22, 1969",Bronze,
856,2001,400 metre freestyle,Yana Klochkova,Women,"August 7, 1982 (age 34 years)",182.88,"August 7, 1982",Gold,19.0821917808
857,2001,400 metre freestyle,Claudia Poll,Women,"December 21, 1972 (age 43 years)",190.5,"December 21, 1972",Silver,
858,2001,400 metre freestyle,Hannah Stockbauer,Women,"January 7, 1982 (age 34 years)",175.26,"January 7, 1982",Bronze,19.6630136986
859,2003,400 metre freestyle,Hannah Stockbauer,Women,"January 7, 1982 (age 34 years)",175.26,"January 7, 1982",Gold,21.6630136986
860,2003,400 metre freestyle,va Risztov,Women,"August 30, 1985 (age 31 years)",,"August 30, 1985",Silver,18.0164383562
861,2003,400 metre freestyle,Diana Munz,Women,"June 19, 1982 (age 34 years)",162.56,"June 19, 1982",Bronze,21.2164383562
862,2005,400 metre freestyle,Laure Manaudou,Women,,180.34,N,Gold,
863,2005,400 metre freestyle,Ai Shibata,Women,"May 14, 1982 (age 34 years)",175.26,"May 14, 1982",Silver,23.3178082192
864,2005,400 metre freestyle,Caitlin McClatchey,Women,"November 28, 1985 (age 31 years)",170.18,"November 28, 1985",Bronze,19.7726027397
865,2007,400 metre freestyle,Laure Manaudou,Women,,180.34,N,Gold,
866,2007,400 metre freestyle,Otylia Jdrzejczak,Women,"December 13, 1983 (age 32 years)",187.96,"December 13, 1983",Silver,23.7342465753
867,2007,400 metre freestyle,Ai Shibata,Women,"May 14, 1982 (age 34 years)",175.26,"May 14, 1982",Bronze,25.3178082192
868,2009,400 metre freestyle,Federica Pellegrini,Women,"August 5, 1988 (age 28 years)",177.8,"August 5, 1988",Gold,21.0876712329
869,2009,400 metre freestyle,Joanne Jackson,Women,"September 12, 1986 (age 30 years)",185.42,"September 12, 1986",Silver,22.9863013699
870,2009,400 metre freestyle,Rebecca Adlington,Women,"February 17, 1989 (age 27 years)",177.8,"February 17, 1989",Bronze,20.5506849315
871,2011,400 metre freestyle,Federica Pellegrini,Women,"August 5, 1988 (age 28 years)",177.8,"August 5, 1988",Gold,23.0876712329
872,2011,400 metre freestyle,Rebecca Adlington,Women,"February 17, 1989 (age 27 years)",177.8,"February 17, 1989",Silver,22.5506849315
873,2011,400 metre freestyle,Camille Muffat,Women,"October 28, 1989",182.88,"October 28, 198",Bronze,
