,City,Edition,Sport,Discipline,Athlete,NOC,Gender,Event,Event_gender,Medal,DOB,height,age,weight_lbs,weight_kg
521,Montreal,1976,Aquatics,Swimming,"HARRIGAN, Daniel Lee",USA,Men,200m backstroke,M,Bronze,NA,182.88,NA,170,77.27272727
522,Montreal,1976,Aquatics,Swimming,"NABER, John Phillips",USA,Men,200m backstroke,M,Gold,NA,198.12,NA,194,88.18181818
523,Montreal,1976,Aquatics,Swimming,"ROCCA, Peter Drake",USA,Men,200m backstroke,M,Silver,NA,190.5,NA,176,80
524,Montreal,1976,Aquatics,Swimming,"GARAPICK, Nancy Ellen",CAN,Women,200m backstroke,W,Bronze,"September 24, 1961 (age 55 years)",167.64,NA,119,54.09090909
525,Montreal,1976,Aquatics,Swimming,"RICHTER, Ulrike",GDR,Women,200m backstroke,W,Gold,"June 17, 1959 (age 57 years)",172.72,NA,146,66.36363636
526,Montreal,1976,Aquatics,Swimming,"TREIBER, Birgit",GDR,Women,200m backstroke,W,Silver,"February 26, 1960 (age 56 years)",172.72,NA,146,66.36363636
527,Montreal,1976,Aquatics,Swimming,"COLELLA, Richard Phillip Jr.",USA,Men,200m breaststroke,M,Bronze,"December 14, 1951 (age 64 years)",185.42,NA,181,82.27272727
528,Montreal,1976,Aquatics,Swimming,"WILKIE, David Andrew",GBR,Men,200m breaststroke,M,Gold,"March 8, 1954 (age 62 years)",182.88,NA,168,76.36363636
529,Montreal,1976,Aquatics,Swimming,"HENCKEN, John Frederick",USA,Men,200m breaststroke,M,Silver,"May 29, 1954 (age 62 years)",182.88,NA,170,77.27272727
530,Montreal,1976,Aquatics,Swimming,"RUSANOVA, Lyubov",URS,Women,200m breaststroke,W,Bronze,"February 2, 1954 (age 62 years)",165.1,NA,143,65
531,Montreal,1976,Aquatics,Swimming,"KOSHEVAYA, Marina",URS,Women,200m breaststroke,W,Gold,"April 1, 1960 (age 56 years)",NA,NA,128,58.18181818
532,Montreal,1976,Aquatics,Swimming,"YURCHENYA, Marina",URS,Women,200m breaststroke,W,Silver,NA,NA,NA,NA,#VALUE!
533,Montreal,1976,Aquatics,Swimming,"FORRESTER, William Ronald, Jr.",USA,Men,200m butterfly,M,Bronze,"December 18, 1957 (age 58 years)",180.34,NA,Bronze,#VALUE!
534,Montreal,1976,Aquatics,Swimming,"BRUNER, Michael Lee",USA,Men,200m butterfly,M,Gold,NA,177.8,NA,161,73.18181818
535,Montreal,1976,Aquatics,Swimming,"GREGG, Steven Garrett",USA,Men,200m butterfly,M,Silver,NA,193.04,NA,185,84.09090909
536,Montreal,1976,Aquatics,Swimming,"KOTHER-GABRIEL, Rosemarie",GDR,Women,200m butterfly,W,Bronze,NA,NA,NA,110,50
537,Montreal,1976,Aquatics,Swimming,"POLLACK, Andrea",GDR,Women,200m butterfly,W,Gold,"May 8, 1961 (age 55 years)",165.1,NA,134,60.90909091
538,Montreal,1976,Aquatics,Swimming,"TAUBER, Ulrike",GDR,Women,200m butterfly,W,Silver,"June 16, 1958 (age 58 years)",172.72,NA,134,60.90909091
539,Montreal,1976,Aquatics,Swimming,"MONTGOMERY, James Paul",USA,Men,200m freestyle,M,Bronze,"January 24, 1955 (age 61 years)",190.5,NA,194,88.18181818
540,Montreal,1976,Aquatics,Swimming,"FURNISS, Bruce Macfarlane",USA,Men,200m freestyle,M,Gold,"May 27, 1957 (age 59 years)",182.88,NA,161,73.18181818
541,Montreal,1976,Aquatics,Swimming,"NABER, John Phillips",USA,Men,200m freestyle,M,Silver,NA,198.12,NA,194,88.18181818
542,Montreal,1976,Aquatics,Swimming,"BRIGITHA, Enith",NED,Women,200m freestyle,W,Bronze,"April 15, 1955 (age 61 years)",175.26,NA,148,67.27272727
543,Montreal,1976,Aquatics,Swimming,"ENDER, Kornelia",GDR,Women,200m freestyle,W,Gold,NA,172.72,NA,130,59.09090909
544,Montreal,1976,Aquatics,Swimming,"BABASHOFF, Shirley Farber",USA,Women,200m freestyle,W,Silver,NA,NA,NA,NA,#VALUE!
545,Montreal,1976,Aquatics,Swimming,"RASKATOV, Vladimir",URS,Men,400m freestyle,M,Bronze,NA,NA,NA,NA,#VALUE!
546,Montreal,1976,Aquatics,Swimming,"GOODELL, Brian Stuart",USA,Men,400m freestyle,M,Gold,"April 2, 1959 (age 57 years)",172.72,NA,148,67.27272727
547,Montreal,1976,Aquatics,Swimming,"SHAW, Timothy Andrew",USA,Men,400m freestyle,M,Silver,"November 8, 1957 (age 58 years)",187.96,NA,196,89.09090909
548,Montreal,1976,Aquatics,Swimming,"SMITH, Shannon",CAN,Women,400m freestyle,W,Bronze,"September 28, 1961 (age 55 years)",175.26,NA,139,63.18181818
549,Montreal,1976,Aquatics,Swimming,"TH MER, Petra",GDR,Women,400m freestyle,W,Gold,NA,NA,NA,NA,#VALUE!
550,Montreal,1976,Aquatics,Swimming,"BABASHOFF, Shirley Farber",USA,Women,400m freestyle,W,Silver,NA,NA,NA,NA,#VALUE!
551,Montreal,1976,Aquatics,Swimming,"SMIRNOV, Andrei",URS,Men,400m individual medley,M,Bronze,"March 12, 1941 (age 75 years)",NA,NA,NA,#VALUE!
552,Montreal,1976,Aquatics,Swimming,"STRACHAN, Rodney",USA,Men,400m individual medley,M,Gold,NA,182.88,NA,170,77.27272727
553,Montreal,1976,Aquatics,Swimming,"MCKEE, Alexander Timothy",USA,Men,400m individual medley,M,Silver,NA,172.72,NA,154,70
554,Montreal,1976,Aquatics,Swimming,"SMITH, Rebecca",CAN,Women,400m individual medley,W,Bronze,NA,NA,NA,123,55.90909091
555,Montreal,1976,Aquatics,Swimming,"TAUBER, Ulrike",GDR,Women,400m individual medley,W,Gold,"June 16, 1958 (age 58 years)",172.72,NA,134,60.90909091
556,Montreal,1976,Aquatics,Swimming,"GIBSON, Cheryl",CAN,Women,400m individual medley,W,Silver,"July 28, 1959 (age 57 years)",172.72,NA,130,59.09090909
557,Montreal,1976,Aquatics,Swimming,"WEINBERG, Wendy Elizabeth",USA,Women,800m freestyle,W,Bronze,NA,NA,NA,NA,#VALUE!
558,Montreal,1976,Aquatics,Swimming,"TH MER, Petra",GDR,Women,800m freestyle,W,Gold,NA,NA,NA,NA,#VALUE!
559,Montreal,1976,Aquatics,Swimming,"BABASHOFF, Shirley Farber",USA,Women,800m freestyle,W,Silver,NA,NA,NA,NA,#VALUE!
560,Moscow,1980,Aquatics,Swimming,"DOLGOV, Vladimir",URS,Men,100m backstroke,M,Bronze,"May 11, 1960 (age 56 years)",NA,NA,NA,#VALUE!
561,Moscow,1980,Aquatics,Swimming,"BARON, Bengt",SWE,Men,100m backstroke,M,Gold,"March 6, 1962 (age 54 years)",NA,NA,183,83.18181818
562,Moscow,1980,Aquatics,Swimming,"KUZNETSOV, Viktor",URS,Men,100m backstroke,M,Silver,"February 25, 1949 (age 67 years)",NA,NA,220,100
563,Moscow,1980,Aquatics,Swimming,"RIEDEL, Petra",GDR,Women,100m backstroke,W,Bronze,NA,170.18,NA,139,63.18181818
564,Moscow,1980,Aquatics,Swimming,"REINISCH, Rica",GDR,Women,100m backstroke,W,Gold,"April 6, 1965 (age 51 years)",177.8,NA,146,66.36363636
565,Moscow,1980,Aquatics,Swimming,"KLEBER, Ina",GDR,Women,100m backstroke,W,Silver,NA,180.34,NA,141,64.09090909
566,Moscow,1980,Aquatics,Swimming,"EVANS, Peter",AUS,Men,100m breaststroke,M,Bronze,"January 20, 1987 (age 29 years)",180.34,NA,170,77.27272727
567,Moscow,1980,Aquatics,Swimming,"GOODHEW, Dunkan",GBR,Men,100m breaststroke,M,Gold,"May 27, 1957 (age 59 years)",182.88,NA,NA,#VALUE!
568,Moscow,1980,Aquatics,Swimming,"MISKAROV, Arsen",URS,Men,100m breaststroke,M,Silver,"March 3, 1961 (age 55 years)",182.88,NA,165,75
569,Moscow,1980,Aquatics,Swimming,"NIELSSON, Susanne Schultz",DEN,Women,100m breaststroke,W,Bronze,"July 8, 1960 (age 56 years)",NA,NA,132,60
570,Moscow,1980,Aquatics,Swimming,"GEWENIGER, Ute",GDR,Women,100m breaststroke,W,Gold,"February 24, 1964 (age 52 years)",177.8,NA,137,62.27272727
571,Moscow,1980,Aquatics,Swimming,"VASILKOVA, Elvira",URS,Women,100m breaststroke,W,Silver,"May 15, 1962 (age 54 years)",172.72,NA,137,62.27272727
572,Moscow,1980,Aquatics,Swimming,"LOPEZ-ZUBERO PURCELL, David",ESP,Men,100m butterfly,M,Bronze,"February 11, 1959 (age 57 years)",177.8,NA,NA,#VALUE!
573,Moscow,1980,Aquatics,Swimming,"ARVIDSSON, P_r",SWE,Men,100m butterfly,M,Gold,NA,NA,NA,NA,#VALUE!
574,Moscow,1980,Aquatics,Swimming,"PYTTEL, Roger",GDR,Men,100m butterfly,M,Silver,"May 8, 1957 (age 59 years)",175.26,NA,150,68.18181818
575,Moscow,1980,Aquatics,Swimming,"KNACKE, Christiane",GDR,Women,100m butterfly,W,Bronze,"April 17, 1962 (age 54 years)",165.1,NA,132,60
576,Moscow,1980,Aquatics,Swimming,"METSCHUCK, Caren",GDR,Women,100m butterfly,W,Gold,"September 27, 1963 (age 53 years)",182.88,NA,168,76.36363636
577,Moscow,1980,Aquatics,Swimming,"POLLACK, Andrea",GDR,Women,100m butterfly,W,Silver,"May 8, 1961 (age 55 years)",165.1,NA,134,60.90909091
578,Moscow,1980,Aquatics,Swimming,"JOHANSSON, Per",SWE,Men,100m freestyle,M,Bronze,"May 6, 1978 (age 38 years)",193.04,NA,165,75
579,Moscow,1980,Aquatics,Swimming,"WOITHE, J_rg",GDR,Men,100m freestyle,M,Gold,NA,NA,NA,NA,#VALUE!
580,Moscow,1980,Aquatics,Swimming,"HOLMERTZ, Per",SWE,Men,100m freestyle,M,Silver,"February 3, 1960 (age 56 years)",185.42,NA,165,75
581,Moscow,1980,Aquatics,Swimming,"DIERS, Ines",GDR,Women,100m freestyle,W,Bronze,"November 2, 1963 (age 53 years)",175.26,NA,141,64.09090909
582,Moscow,1980,Aquatics,Swimming,"KRAUSE, Barbara",GDR,Women,100m freestyle,W,Gold,"July 7, 1959 (age 57 years)",180.34,NA,150,68.18181818
583,Moscow,1980,Aquatics,Swimming,"METSCHUCK, Caren",GDR,Women,100m freestyle,W,Silver,"September 27, 1963 (age 53 years)",182.88,NA,168,76.36363636
584,Moscow,1980,Aquatics,Swimming,"METZKER, Maxwell",AUS,Men,1500m freestyle,M,Bronze,NA,177.8,NA,154,70
585,Moscow,1980,Aquatics,Swimming,"SALNIKOV, Vladimir",URS,Men,1500m freestyle,M,Gold,"May 21, 1960 (age 56 years)",180.34,NA,163,74.09090909
586,Moscow,1980,Aquatics,Swimming,"CHAEV, Aleksandr",URS,Men,1500m freestyle,M,Silver,NA,NA,NA,NA,#VALUE!
587,Moscow,1980,Aquatics,Swimming,"KERRY, Mark",AUS,Men,200m backstroke,M,Bronze,NA,187.96,NA,179,81.36363636
588,Moscow,1980,Aquatics,Swimming,"WLADAR, Sandor",HUN,Men,200m backstroke,M,Gold,"July 19, 1963 (age 53 years)",182.88,NA,NA,#VALUE!
589,Moscow,1980,Aquatics,Swimming,"VERRASZTO, Zoltan",HUN,Men,200m backstroke,M,Silver,"March 15, 1956 (age 60 years)",175.26,NA,NA,#VALUE!
590,Moscow,1980,Aquatics,Swimming,"TREIBER, Birgit",GDR,Women,200m backstroke,W,Bronze,"February 26, 1960 (age 56 years)",172.72,NA,146,66.36363636
591,Moscow,1980,Aquatics,Swimming,"REINISCH, Rica",GDR,Women,200m backstroke,W,Gold,"April 6, 1965 (age 51 years)",177.8,NA,146,66.36363636
592,Moscow,1980,Aquatics,Swimming,"POLIT, Cornelia",GDR,Women,200m backstroke,W,Silver,"February 18, 1963 (age 53 years)",175.26,NA,139,63.18181818
593,Moscow,1980,Aquatics,Swimming,"MISKAROV, Arsen",URS,Men,200m breaststroke,M,Bronze,NA,182.88,NA,165,75
594,Moscow,1980,Aquatics,Swimming,"ZHULPA, Robertas",URS,Men,200m breaststroke,M,Gold,NA,NA,NA,NA,#VALUE!
595,Moscow,1980,Aquatics,Swimming,"VERMES, Alban",HUN,Men,200m breaststroke,M,Silver,1957,NA,23,NA,#VALUE!
596,Moscow,1980,Aquatics,Swimming,"BOGDANOVA, Yulia",URS,Women,200m breaststroke,W,Bronze,"April 27, 1964 (age 52 years)",170.18,NA,NA,#VALUE!
597,Moscow,1980,Aquatics,Swimming,"KACHUSHITE, Lina",URS,Women,200m breaststroke,W,Gold,"January 1, 1963 (age 53 years)",NA,NA,NA,#VALUE!
598,Moscow,1980,Aquatics,Swimming,"VARGANOVA, Svetlana",URS,Women,200m breaststroke,W,Silver,"November 19, 1964 (age 51 years)",170.18,NA,128,58.18181818
599,Moscow,1980,Aquatics,Swimming,"PYTTEL, Roger",GDR,Men,200m butterfly,M,Bronze,"May 8, 1957 (age 59 years)",175.26,NA,150,68.18181818
600,Moscow,1980,Aquatics,Swimming,"FESENKO, Sergei",URS,Men,200m butterfly,M,Gold,"January 29, 1959 (age 57 years)",187.96,NA,NA,#VALUE!
601,Jul-60,1980,6'1,Swimming,"HUBBLE, Philip",GBR,Men,200m butterfly,M,Silver,"July 19, 1960 (age 56 years)",185.42,NA,174,79.09090909
602,Jul-62,1980,5'3,Swimming,"FORD, Michelle",AUS,Women,200m butterfly,W,Bronze,"October 1, 1968 (age 48 years)",NA,NA,119,54.09090909
603,Feb-63,1980,5'5,Swimming,"GEISSLER, Ines",GDR,Women,200m butterfly,W,Gold,"February 16, 1963 (age 53 years)",165.1,NA,NA,#VALUE!
604,Jul-64,1980,5'5.5,Swimming,"SCHÉNROCK, Sybille",GDR,Women,200m butterfly,W,Silver,NA,NA,NA,NA,#VALUE!
605,Moscow,1980,Aquatics,Swimming,"BREWER, Graeme",AUS,Men,200m freestyle,M,Bronze,"December 1, 1958 (age 57 years)",193.04,NA,212,96.36363636
606,Moscow,1980,Aquatics,Swimming,"KOPLYAKOV, Sergei",URS,Men,200m freestyle,M,Gold,"January 23, 1959 (age 57 years)",NA,NA,NA,#VALUE!
607,Moscow,1980,Aquatics,Swimming,"KRYLOV, Andrei",URS,Men,200m freestyle,M,Silver,"March 3, 1959 (age 57 years)",NA,NA,NA,#VALUE!
608,Moscow,1980,Aquatics,Swimming,"SCHMIDT, Carmela",GDR,Women,200m freestyle,W,Bronze,"May 16, 1962 (age 54 years)",175.26,NA,146,66.36363636
609,Moscow,1980,Aquatics,Swimming,"KRAUSE, Barbara",GDR,Women,200m freestyle,W,Gold,"July 7, 1959 (age 57 years)",180.34,NA,150,68.18181818
610,Moscow,1980,Aquatics,Swimming,"DIERS, Ines",GDR,Women,200m freestyle,W,Silver,"November 2, 1963 (age 53 years)",175.26,NA,141,64.09090909
611,Moscow,1980,Aquatics,Swimming,"STUKOLKIN, Ivar",URS,Men,400m freestyle,M,Bronze,1960,NA,20,170,77.27272727
612,Moscow,1980,Aquatics,Swimming,"SALNIKOV, Vladimir",URS,Men,400m freestyle,M,Gold,"May 21, 1960 (age 56 years)",180.34,NA,163,74.09090909
613,Moscow,1980,Aquatics,Swimming,"KRYLOV, Andrei",URS,Men,400m freestyle,M,Silver,"March 3, 1959 (age 57 years)",NA,NA,NA,#VALUE!
614,Moscow,1980,Aquatics,Swimming,"SCHMIDT, Carmela",GDR,Women,400m freestyle,W,Bronze,"May 16, 1962 (age 54 years)",175.26,NA,146,66.36363636
615,Moscow,1980,Aquatics,Swimming,"DIERS, Ines",GDR,Women,400m freestyle,W,Gold,"November 2, 1963 (age 53 years)",175.26,NA,141,64.09090909
616,Moscow,1980,Aquatics,Swimming,"SCHNEIDER, Petra",GDR,Women,400m freestyle,W,Silver,"January 11, 1963 (age 53 years)",172.72,NA,148,67.27272727
617,Moscow,1980,Aquatics,Swimming,"VERRASZTO, Zoltan",HUN,Men,400m individual medley,M,Bronze,"March 15, 1956 (age 60 years)",175.26,NA,NA,#VALUE!
618,Moscow,1980,Aquatics,Swimming,"SIDORENKO, Aleksandr",URS,Men,400m individual medley,M,Gold,"May 27, 1960 (age 56 years)",187.96,NA,201,91.36363636
619,Moscow,1980,Aquatics,Swimming,"FESENKO, Sergei",URS,Men,400m individual medley,M,Silver,"January 29, 1959 (age 57 years)",187.96,NA,NA,#VALUE!
620,Moscow,1980,Aquatics,Swimming,"CZOPEK, Agnieszka",POL,Women,400m individual medley,W,Bronze,"January 9, 1964 (age 52 years)",NA,NA,139,63.18181818
621,Moscow,1980,Aquatics,Swimming,"SCHNEIDER, Petra",GDR,Women,400m individual medley,W,Gold,"January 11, 1963 (age 53 years)",172.72,NA,148,67.27272727
622,Moscow,1980,Aquatics,Swimming,"DAVIES, Sharron Elizabeth",GBR,Women,400m individual medley,W,Silver,"November 1, 1962 (age 54 years)",180.34,NA,148,67.27272727
623,Moscow,1980,Aquatics,Swimming,"DÛHNE, Heike",GDR,Women,800m freestyle,W,Bronze,NA,NA,NA,NA,#VALUE!
624,Moscow,1980,Aquatics,Swimming,"FORD, Michelle",AUS,Women,800m freestyle,W,Gold,"October 1, 1968 (age 48 years)",NA,NA,119,54.09090909
625,Moscow,1980,Aquatics,Swimming,"DIERS, Ines",GDR,Women,800m freestyle,W,Silver,"November 2, 1963 (age 53 years)",175.26,NA,141,64.09090909
626,Los Angeles,1984,Aquatics,Swimming,"WEST, Michael",CAN,Men,100m backstroke,M,Bronze,NA,NA,NA,170,77.27272727
627,Los Angeles,1984,Aquatics,Swimming,"CAREY, Richard John",USA,Men,100m backstroke,M,Gold,NA,182.88,NA,181,82.27272727
628,Los Angeles,1984,Aquatics,Swimming,"WILSON, David Dennis",USA,Men,100m backstroke,M,Silver,NA,NA,NA,187,85
629,Los Angeles,1984,Aquatics,Swimming,"DE ROVER, Jolanda",NED,Women,100m backstroke,W,Bronze,"October 10, 1963 (age 53 years)",185.42,NA,154,70
630,Los Angeles,1984,Aquatics,Swimming,"ANDREWS, Theresa",USA,Women,100m backstroke,W,Gold,"August 25, 1962 (age 54 years)",167.64,NA,137,62.27272727
631,Los Angeles,1984,Aquatics,Swimming,"MITCHELL, Elizabeth",USA,Women,100m backstroke,W,Silver,"March 27, 1970 (age 46 years)",175.26,NA,150,68.18181818
632,Los Angeles,1984,Aquatics,Swimming,"EVANS, Peter",AUS,Men,100m breaststroke,M,Bronze,"January 20, 1987 (age 29 years)",180.34,NA,170,77.27272727
633,Los Angeles,1984,Aquatics,Swimming,"LUNDQUIST, Steven K.",USA,Men,100m breaststroke,M,Gold,"February 20, 1961 (age 55 years)",187.96,NA,NA,#VALUE!
634,Los Angeles,1984,Aquatics,Swimming,"DAVIS, Victor",CAN,Men,100m breaststroke,M,Silver,10-Feb-64,187.96,20,192,87.27272727
635,Los Angeles,1984,Aquatics,Swimming,"POIROT, Catherine",FRA,Women,100m breaststroke,W,Bronze,"April 9, 1963 (age 53 years)",NA,NA,139,63.18181818
636,Los Angeles,1984,Aquatics,Swimming,"VAN STAVEREN, Petra",NED,Women,100m breaststroke,W,Gold,"June 2, 1966 (age 50 years)",170.18,NA,132,60
637,Los Angeles,1984,Aquatics,Swimming,"OTTENBRITE, Anne",CAN,Women,100m breaststroke,W,Silver,"May 12, 1966 (age 50 years)",175.26,NA,132,60
638,Los Angeles,1984,Aquatics,Swimming,"BUCHANAN, Glenn",AUS,Men,100m butterfly,M,Bronze,"November 19, 1962 (age 53 years)",180.34,NA,170,77.27272727
639,Los Angeles,1984,Aquatics,Swimming,"GROSS, Michael",FRG,Men,100m butterfly,M,Gold,"June 21, 1947 (age 69 years)",190.5,NA,NA,#VALUE!
640,Los Angeles,1984,Aquatics,Swimming,"MORALES, Pablo",USA,Men,100m butterfly,M,Silver,"December 5, 1964 (age 51 years)",190.5,NA,185,84.09090909
641,Los Angeles,1984,Aquatics,Swimming,"SEICK, Karin",FRG,Women,100m butterfly,W,Bronze,"November 11, 1961 (age 54 years)",182.88,NA,139,63.18181818
642,Los Angeles,1984,Aquatics,Swimming,"MEAGHER, Mary T.",USA,Women,100m butterfly,W,Gold,"October 27, 1964 (age 52 years)",172.72,NA,141,64.09090909
643,Los Angeles,1984,Aquatics,Swimming,"JOHNSON, Jenna Leigh",USA,Women,100m butterfly,W,Silver,"September 11, 1967 (age 49 years)",180.34,NA,139,63.18181818
644,Los Angeles,1984,Aquatics,Swimming,"JOHANSSON, Per",SWE,Men,100m freestyle,M,Bronze,"May 6, 1978 (age 38 years)",193.04,NA,165,75
645,Los Angeles,1984,Aquatics,Swimming,"GAINES, Ambrose Iv",USA,Men,100m freestyle,M,Gold,"February 17, 1959 (age 57 years)",185.42,NA,161,73.18181818
646,Los Angeles,1984,Aquatics,Swimming,"STOCKWELL, Marcus",AUS,Men,100m freestyle,M,Silver,NA,NA,NA,194,88.18181818
647,Los Angeles,1984,Aquatics,Swimming,"VERSTAPPEN, Annemarie",NED,Women,100m freestyle,W,Bronze,"October 3, 1965 (age 51 years)",NA,NA,146,66.36363636
648,Los Angeles,1984,Aquatics,Swimming,"HOGSHEAD, Nancy Lynn",USA,Women,100m freestyle,W,Gold,"April 17, 1962 (age 54 years)",172.72,NA,146,66.36363636
649,Los Angeles,1984,Aquatics,Swimming,"STEINSEIFER, Carolyn",USA,Women,100m freestyle,W,Gold,"February 12, 1968 (age 48 years)",167.64,NA,126,57.27272727
650,Los Angeles,1984,Aquatics,Swimming,"PFEIFFER, Stefan",FRG,Men,1500m freestyle,M,Bronze,"November 15, 1965 (age 50 years)",190.5,NA,176,80
651,Los Angeles,1984,Aquatics,Swimming,"O'BRIEN, Michael Jon",USA,Men,1500m freestyle,M,Gold,NA,NA,NA,154,70
652,Los Angeles,1984,Aquatics,Swimming,"DICARLO, George Thomas",USA,Men,1500m freestyle,M,Silver,NA,180.34,NA,163,74.09090909
653,Los Angeles,1984,Aquatics,Swimming,"HENNING, Cameron",CAN,Men,200m backstroke,M,Bronze,"November 24, 1960 (age 55 years)",187.96,NA,185,84.09090909
654,Los Angeles,1984,Aquatics,Swimming,"CAREY, Richard John",USA,Men,200m backstroke,M,Gold,NA,182.88,NA,181,82.27272727
655,Los Angeles,1984,Aquatics,Swimming,"DELCOURT, Frederic",FRA,Men,200m backstroke,M,Silver,"February 14, 1964 (age 52 years)",180.34,NA,NA,#VALUE!
656,Los Angeles,1984,Aquatics,Swimming,"PATRASCOIU, Aneta",ROU,Women,200m backstroke,W,Bronze,"October 17, 1967 (age 49 years)",177.8,NA,NA,#VALUE!
657,Los Angeles,1984,Aquatics,Swimming,"DE ROVER, Jolanda",NED,Women,200m backstroke,W,Gold,"October 10, 1963 (age 53 years)",185.42,NA,154,70
658,Los Angeles,1984,Aquatics,Swimming,"WHITE, Amy Lee",USA,Women,200m backstroke,W,Silver,NA,NA,NA,126,57.27272727
659,Los Angeles,1984,Aquatics,Swimming,"DAGON, Etienne",SUI,Men,200m breaststroke,M,Bronze,NA,NA,NA,NA,#VALUE!
660,Los Angeles,1984,Aquatics,Swimming,"DAVIS, Victor",CAN,Men,200m breaststroke,M,Gold,NA,187.96,NA,192,87.27272727
661,Los Angeles,1984,Aquatics,Swimming,"BERINGEN, Glenn",AUS,Men,200m breaststroke,M,Silver,NA,185.42,NA,159,72.27272727
662,Los Angeles,1984,Aquatics,Swimming,"LEMPEREUR, Ingrid",BEL,Women,200m breaststroke,W,Bronze,NA,NA,NA,126,57.27272727
663,Los Angeles,1984,Aquatics,Swimming,"OTTENBRITE, Anne",CAN,Women,200m breaststroke,W,Gold,"May 12, 1966 (age 50 years)",175.26,NA,132,60
664,Los Angeles,1984,Aquatics,Swimming,"RAPP, Susan Gerard",USA,Women,200m breaststroke,W,Silver,"July 5, 1965 (age 51 years)",177.8,NA,146,66.36363636
665,Los Angeles,1984,Aquatics,Swimming,"VIDAL CASTRO, Rafael Antonio",VEN,Men,200m butterfly,M,Bronze,6-Jan-64,180.34,20,159,72.27272727
666,Los Angeles,1984,Aquatics,Swimming,"SIEBEN, Jonathan",AUS,Men,200m butterfly,M,Gold,"August 24, 1966 (age 50 years)",175.26,NA,163,74.09090909
667,Los Angeles,1984,Aquatics,Swimming,"GROSS, Michael",FRG,Men,200m butterfly,M,Silver,"June 21, 1947 (age 69 years)",190.5,NA,NA,#VALUE!
668,Los Angeles,1984,Aquatics,Swimming,"BEYERMANN, Ina",FRG,Women,200m butterfly,W,Bronze,"April 11, 1965 (age 51 years)",NA,NA,132,60
669,Los Angeles,1984,Aquatics,Swimming,"MEAGHER, Mary T.",USA,Women,200m butterfly,W,Gold,"October 27, 1964 (age 52 years)",172.72,NA,141,64.09090909
670,Los Angeles,1984,Aquatics,Swimming,"PHILLIPS, Karen",AUS,Women,200m butterfly,W,Silver,"September 7, 1945 (age 71 years)",NA,NA,128,58.18181818
671,Los Angeles,1984,Aquatics,Swimming,"FAHRNER, Thomas",FRG,Men,200m freestyle,M,Bronze,"February 7, 1963 (age 53 years)",187.96,NA,176,80
672,Los Angeles,1984,Aquatics,Swimming,"GROSS, Michael",FRG,Men,200m freestyle,M,Gold,"June 21, 1947 (age 69 years)",190.5,NA,NA,#VALUE!
673,Los Angeles,1984,Aquatics,Swimming,"HEATH, Michael Steward",USA,Men,200m freestyle,M,Silver,"April 9, 1964 (age 52 years)",182.88,NA,170,77.27272727
674,Los Angeles,1984,Aquatics,Swimming,"VERSTAPPEN, Annemarie",NED,Women,200m freestyle,W,Bronze,"October 3, 1965 (age 51 years)",NA,NA,146,66.36363636
675,Los Angeles,1984,Aquatics,Swimming,"WAYTE, Mary Alice",USA,Women,200m freestyle,W,Gold,"March 25, 1965 (age 51 years)",175.26,NA,128,58.18181818
676,Los Angeles,1984,Aquatics,Swimming,"WOODHEAD, Cynthia Lee",USA,Women,200m freestyle,W,Silver,"February 7, 1964 (age 52 years)",167.64,NA,119,54.09090909
677,Los Angeles,1984,Aquatics,Swimming,"COCHRAN, Neil",GBR,Men,200m individual medley,M,Bronze,"April 12, 1965 (age 51 years)",175.26,NA,154,70
678,Los Angeles,1984,Aquatics,Swimming,"BAUMANN, Alexander",CAN,Men,200m individual medley,M,Gold,"April 21, 1964 (age 52 years)",187.96,NA,176,80
679,Los Angeles,1984,Aquatics,Swimming,"MORALES, Pablo",USA,Men,200m individual medley,M,Silver,"December 5, 1964 (age 51 years)",190.5,NA,185,84.09090909
680,Los Angeles,1984,Aquatics,Swimming,"PEARSON, Michelle",AUS,Women,200m individual medley,W,Bronze,"April 22, 1962 (age 54 years)",182.88,NA,157,71.36363636
681,Los Angeles,1984,Aquatics,Swimming,"CAULKINS, Tracy Anne",USA,Women,200m individual medley,W,Gold,"January 11, 1963 (age 53 years)",175.26,NA,NA,#VALUE!
682,Los Angeles,1984,Aquatics,Swimming,"HOGSHEAD, Nancy Lynn",USA,Women,200m individual medley,W,Silver,"April 17, 1962 (age 54 years)",172.72,NA,146,66.36363636
683,Los Angeles,1984,Aquatics,Swimming,"LEMBERG, Justin",AUS,Men,400m freestyle,M,Bronze,"August 23, 1966 (age 50 years)",182.88,NA,172,78.18181818
684,Los Angeles,1984,Aquatics,Swimming,"DICARLO, George Thomas",USA,Men,400m freestyle,M,Gold,NA,180.34,NA,163,74.09090909
685,Los Angeles,1984,Aquatics,Swimming,"MYKKANEN, John Cary",USA,Men,400m freestyle,M,Silver,"September 8, 1966 (age 50 years)",180.34,NA,146,66.36363636
686,Los Angeles,1984,Aquatics,Swimming,"CROFT, June",GBR,Women,400m freestyle,W,Bronze,"June 17, 1963 (age 53 years)",170.18,NA,132,60
687,Los Angeles,1984,Aquatics,Swimming,"COHEN, Tiffany Lisa",USA,Women,400m freestyle,W,Gold,"June 11, 1966 (age 50 years)",175.26,NA,139,63.18181818
